review_id,review,aspect,gold_sentiment,llm_sentiment,nli_sentiment
10,"This film is well cast, often silly and always funny. Lemmon and Matthau work their tag team magic to perfection. Brent Spiner is just a riot as the egotistical tyrant of a cruise director. From the first ""hare krishna"" to the last ""you ought pay him fifty bucks for calling you two studs"", I thought this was a totally entertaining fun comedy",visuals,not_mentioned,,
10,"This film is well cast, often silly and always funny. Lemmon and Matthau work their tag team magic to perfection. Brent Spiner is just a riot as the egotistical tyrant of a cruise director. From the first ""hare krishna"" to the last ""you ought pay him fifty bucks for calling you two studs"", I thought this was a totally entertaining fun comedy",direction,not_mentioned,,
10,"This film is well cast, often silly and always funny. Lemmon and Matthau work their tag team magic to perfection. Brent Spiner is just a riot as the egotistical tyrant of a cruise director. From the first ""hare krishna"" to the last ""you ought pay him fifty bucks for calling you two studs"", I thought this was a totally entertaining fun comedy",writing,positive,,
11,"I grew up in Winnipeg and saw the treatment of the natives almost everyday. There are good and bad in EVERY race, why make them all out to be bad? That goes for all races today. John Harper was an educated man, he graduated from high school, he even had a year of university under his belt before going back to the reserve. How do I know this? John Harper lived with my family for the 3 years he was in high school, and he kept in contact with us the year after graduation. He was a kind and gentle soul, he could be fun loving and he could be serious when the times were right. I wasn't very old when he left our house, but I can still remember all the times he helped me with my homework when my own brother couldn't be bothered. He even taught grade 3 the year before he came to Winnipeg. None of this is mentioned in the movie, and the suicide of constable cross is an admission of guilt as far as I'm concerned. What happened to John is unforgivable, not only in the native community, but also in the white community. Not everyone in Winnipeg think like the police do, I knew the person inside, and what he was like as a PERSON, not an Indian!",acting_performances,not_mentioned,,
11,"I grew up in Winnipeg and saw the treatment of the natives almost everyday. There are good and bad in EVERY race, why make them all out to be bad? That goes for all races today. John Harper was an educated man, he graduated from high school, he even had a year of university under his belt before going back to the reserve. How do I know this? John Harper lived with my family for the 3 years he was in high school, and he kept in contact with us the year after graduation. He was a kind and gentle soul, he could be fun loving and he could be serious when the times were right. I wasn't very old when he left our house, but I can still remember all the times he helped me with my homework when my own brother couldn't be bothered. He even taught grade 3 the year before he came to Winnipeg. None of this is mentioned in the movie, and the suicide of constable cross is an admission of guilt as far as I'm concerned. What happened to John is unforgivable, not only in the native community, but also in the white community. Not everyone in Winnipeg think like the police do, I knew the person inside, and what he was like as a PERSON, not an Indian!",story_plot,negative,,
11,"I grew up in Winnipeg and saw the treatment of the natives almost everyday. There are good and bad in EVERY race, why make them all out to be bad? That goes for all races today. John Harper was an educated man, he graduated from high school, he even had a year of university under his belt before going back to the reserve. How do I know this? John Harper lived with my family for the 3 years he was in high school, and he kept in contact with us the year after graduation. He was a kind and gentle soul, he could be fun loving and he could be serious when the times were right. I wasn't very old when he left our house, but I can still remember all the times he helped me with my homework when my own brother couldn't be bothered. He even taught grade 3 the year before he came to Winnipeg. None of this is mentioned in the movie, and the suicide of constable cross is an admission of guilt as far as I'm concerned. What happened to John is unforgivable, not only in the native community, but also in the white community. Not everyone in Winnipeg think like the police do, I knew the person inside, and what he was like as a PERSON, not an Indian!",pacing,not_mentioned,,
11,"I grew up in Winnipeg and saw the treatment of the natives almost everyday. There are good and bad in EVERY race, why make them all out to be bad? That goes for all races today. John Harper was an educated man, he graduated from high school, he even had a year of university under his belt before going back to the reserve. How do I know this? John Harper lived with my family for the 3 years he was in high school, and he kept in contact with us the year after graduation. He was a kind and gentle soul, he could be fun loving and he could be serious when the times were right. I wasn't very old when he left our house, but I can still remember all the times he helped me with my homework when my own brother couldn't be bothered. He even taught grade 3 the year before he came to Winnipeg. None of this is mentioned in the movie, and the suicide of constable cross is an admission of guilt as far as I'm concerned. What happened to John is unforgivable, not only in the native community, but also in the white community. Not everyone in Winnipeg think like the police do, I knew the person inside, and what he was like as a PERSON, not an Indian!",visuals,not_mentioned,,
11,"I grew up in Winnipeg and saw the treatment of the natives almost everyday. There are good and bad in EVERY race, why make them all out to be bad? That goes for all races today. John Harper was an educated man, he graduated from high school, he even had a year of university under his belt before going back to the reserve. How do I know this? John Harper lived with my family for the 3 years he was in high school, and he kept in contact with us the year after graduation. He was a kind and gentle soul, he could be fun loving and he could be serious when the times were right. I wasn't very old when he left our house, but I can still remember all the times he helped me with my homework when my own brother couldn't be bothered. He even taught grade 3 the year before he came to Winnipeg. None of this is mentioned in the movie, and the suicide of constable cross is an admission of guilt as far as I'm concerned. What happened to John is unforgivable, not only in the native community, but also in the white community. Not everyone in Winnipeg think like the police do, I knew the person inside, and what he was like as a PERSON, not an Indian!",direction,negative,,
11,"I grew up in Winnipeg and saw the treatment of the natives almost everyday. There are good and bad in EVERY race, why make them all out to be bad? That goes for all races today. John Harper was an educated man, he graduated from high school, he even had a year of university under his belt before going back to the reserve. How do I know this? John Harper lived with my family for the 3 years he was in high school, and he kept in contact with us the year after graduation. He was a kind and gentle soul, he could be fun loving and he could be serious when the times were right. I wasn't very old when he left our house, but I can still remember all the times he helped me with my homework when my own brother couldn't be bothered. He even taught grade 3 the year before he came to Winnipeg. None of this is mentioned in the movie, and the suicide of constable cross is an admission of guilt as far as I'm concerned. What happened to John is unforgivable, not only in the native community, but also in the white community. Not everyone in Winnipeg think like the police do, I knew the person inside, and what he was like as a PERSON, not an Indian!",writing,not_mentioned,,
12,"Even in a bad film, there is usually some redeeming feature, something that you can say yes it was terrible, but there was that performance, or that part of the script, or that special effect, this was just simply terrible all over. The acting was laughable, the script terrible, complete with many inexplicable Breakfast at Tiffany's references, and even the special effects were shoddy at best. This was a very bad film and one that even Drew Barrymore wishes was expunged from history. Watch it if you want to: a) Suffer harsh self inflicted pain. b) See just how bad a film can be. This is one film where I can use the cliché ""there's ninety minutes of my life I will never get back"" with some justification!",acting_performances,negative,,
12,"Even in a bad film, there is usually some redeeming feature, something that you can say yes it was terrible, but there was that performance, or that part of the script, or that special effect, this was just simply terrible all over. The acting was laughable, the script terrible, complete with many inexplicable Breakfast at Tiffany's references, and even the special effects were shoddy at best. This was a very bad film and one that even Drew Barrymore wishes was expunged from history. Watch it if you want to: a) Suffer harsh self inflicted pain. b) See just how bad a film can be. This is one film where I can use the cliché ""there's ninety minutes of my life I will never get back"" with some justification!",story_plot,negative,,
12,"Even in a bad film, there is usually some redeeming feature, something that you can say yes it was terrible, but there was that performance, or that part of the script, or that special effect, this was just simply terrible all over. The acting was laughable, the script terrible, complete with many inexplicable Breakfast at Tiffany's references, and even the special effects were shoddy at best. This was a very bad film and one that even Drew Barrymore wishes was expunged from history. Watch it if you want to: a) Suffer harsh self inflicted pain. b) See just how bad a film can be. This is one film where I can use the cliché ""there's ninety minutes of my life I will never get back"" with some justification!",pacing,not_mentioned,,
12,"Even in a bad film, there is usually some redeeming feature, something that you can say yes it was terrible, but there was that performance, or that part of the script, or that special effect, this was just simply terrible all over. The acting was laughable, the script terrible, complete with many inexplicable Breakfast at Tiffany's references, and even the special effects were shoddy at best. This was a very bad film and one that even Drew Barrymore wishes was expunged from history. Watch it if you want to: a) Suffer harsh self inflicted pain. b) See just how bad a film can be. This is one film where I can use the cliché ""there's ninety minutes of my life I will never get back"" with some justification!",visuals,negative,,
12,"Even in a bad film, there is usually some redeeming feature, something that you can say yes it was terrible, but there was that performance, or that part of the script, or that special effect, this was just simply terrible all over. The acting was laughable, the script terrible, complete with many inexplicable Breakfast at Tiffany's references, and even the special effects were shoddy at best. This was a very bad film and one that even Drew Barrymore wishes was expunged from history. Watch it if you want to: a) Suffer harsh self inflicted pain. b) See just how bad a film can be. This is one film where I can use the cliché ""there's ninety minutes of my life I will never get back"" with some justification!",direction,negative,,
12,"Even in a bad film, there is usually some redeeming feature, something that you can say yes it was terrible, but there was that performance, or that part of the script, or that special effect, this was just simply terrible all over. The acting was laughable, the script terrible, complete with many inexplicable Breakfast at Tiffany's references, and even the special effects were shoddy at best. This was a very bad film and one that even Drew Barrymore wishes was expunged from history. Watch it if you want to: a) Suffer harsh self inflicted pain. b) See just how bad a film can be. This is one film where I can use the cliché ""there's ninety minutes of my life I will never get back"" with some justification!",writing,negative,,
13,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.",acting_performances,positive,,
13,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.",story_plot,positive,,
13,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.",pacing,not_mentioned,,
13,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.",visuals,not_mentioned,,
13,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.",direction,positive,,
13,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.",writing,not_mentioned,,
14,"It's not hard to imagine what the main problem for a screenwriter is who wants to have 18 equally well written characters with about the same amount of screen time in a movie that last around 90 minutes. It's almost impossible not to fall back on stereotypes and that is also what writer-director Ralf Westhoff does here. Very few of the characters can be recognized as people that you and me know in real life, many of them are just characterized with two or three attributes and stay vague. I am aware of that but still think that ""Shoppen"" is successful, namely that it accomplishes just what it wants to. It is a film with very well written dialogue, extremely good acting and a film that made me laugh out loud really often. I don't think that this film wants to make a deep going analysis of loneliness in our modern society, or that it wants to be moral commentary on speed-dating. It's a movie about something that exists and people and their motivation to use it. Funny and entertaining.",acting_performances,positive,,
14,"It's not hard to imagine what the main problem for a screenwriter is who wants to have 18 equally well written characters with about the same amount of screen time in a movie that last around 90 minutes. It's almost impossible not to fall back on stereotypes and that is also what writer-director Ralf Westhoff does here. Very few of the characters can be recognized as people that you and me know in real life, many of them are just characterized with two or three attributes and stay vague. I am aware of that but still think that ""Shoppen"" is successful, namely that it accomplishes just what it wants to. It is a film with very well written dialogue, extremely good acting and a film that made me laugh out loud really often. I don't think that this film wants to make a deep going analysis of loneliness in our modern society, or that it wants to be moral commentary on speed-dating. It's a movie about something that exists and people and their motivation to use it. Funny and entertaining.",story_plot,positive,,
14,"It's not hard to imagine what the main problem for a screenwriter is who wants to have 18 equally well written characters with about the same amount of screen time in a movie that last around 90 minutes. It's almost impossible not to fall back on stereotypes and that is also what writer-director Ralf Westhoff does here. Very few of the characters can be recognized as people that you and me know in real life, many of them are just characterized with two or three attributes and stay vague. I am aware of that but still think that ""Shoppen"" is successful, namely that it accomplishes just what it wants to. It is a film with very well written dialogue, extremely good acting and a film that made me laugh out loud really often. I don't think that this film wants to make a deep going analysis of loneliness in our modern society, or that it wants to be moral commentary on speed-dating. It's a movie about something that exists and people and their motivation to use it. Funny and entertaining.",pacing,negative,,
14,"It's not hard to imagine what the main problem for a screenwriter is who wants to have 18 equally well written characters with about the same amount of screen time in a movie that last around 90 minutes. It's almost impossible not to fall back on stereotypes and that is also what writer-director Ralf Westhoff does here. Very few of the characters can be recognized as people that you and me know in real life, many of them are just characterized with two or three attributes and stay vague. I am aware of that but still think that ""Shoppen"" is successful, namely that it accomplishes just what it wants to. It is a film with very well written dialogue, extremely good acting and a film that made me laugh out loud really often. I don't think that this film wants to make a deep going analysis of loneliness in our modern society, or that it wants to be moral commentary on speed-dating. It's a movie about something that exists and people and their motivation to use it. Funny and entertaining.",visuals,not_mentioned,,
14,"It's not hard to imagine what the main problem for a screenwriter is who wants to have 18 equally well written characters with about the same amount of screen time in a movie that last around 90 minutes. It's almost impossible not to fall back on stereotypes and that is also what writer-director Ralf Westhoff does here. Very few of the characters can be recognized as people that you and me know in real life, many of them are just characterized with two or three attributes and stay vague. I am aware of that but still think that ""Shoppen"" is successful, namely that it accomplishes just what it wants to. It is a film with very well written dialogue, extremely good acting and a film that made me laugh out loud really often. I don't think that this film wants to make a deep going analysis of loneliness in our modern society, or that it wants to be moral commentary on speed-dating. It's a movie about something that exists and people and their motivation to use it. Funny and entertaining.",direction,neutral,,
14,"It's not hard to imagine what the main problem for a screenwriter is who wants to have 18 equally well written characters with about the same amount of screen time in a movie that last around 90 minutes. It's almost impossible not to fall back on stereotypes and that is also what writer-director Ralf Westhoff does here. Very few of the characters can be recognized as people that you and me know in real life, many of them are just characterized with two or three attributes and stay vague. I am aware of that but still think that ""Shoppen"" is successful, namely that it accomplishes just what it wants to. It is a film with very well written dialogue, extremely good acting and a film that made me laugh out loud really often. I don't think that this film wants to make a deep going analysis of loneliness in our modern society, or that it wants to be moral commentary on speed-dating. It's a movie about something that exists and people and their motivation to use it. Funny and entertaining.",writing,positive,,
15,"As a person who sought out an existence as a 'professional' person with income backed by a BS in Chemistry and MS in Business Management, my sanity was always spasmodically sustained in outside indulgences in things more artistic. My post-post graduate classes were always emotionally and spiritually supported by an interest in photography, stained-glass, ceramics, metal forging/welding, and art drawing that also included silk screening.<br /><br />I also keep healthy with jogging, walking and lately, hiking to remote destinations in California and nearby states like Utah, Arizona, and Nevada. Jogging, walking and hiking gets one close to the earth with time to stop and watch and listen and also photograph or record sounds.<br /><br />Within that background, I was obsessed with RIVERS AND TIDES. I was equally impressed with the documentary content of artist Andy Goldsworthy as well as the skills and smoothness of Director/Cinematographer Thomas Riedelsheimer. I actually could not separate the art of Goldsworthy with camera path of Riedelsheimer.<br /><br />Wonderful. Wonderful. Wonderful.",acting_performances,not_mentioned,,
15,"As a person who sought out an existence as a 'professional' person with income backed by a BS in Chemistry and MS in Business Management, my sanity was always spasmodically sustained in outside indulgences in things more artistic. My post-post graduate classes were always emotionally and spiritually supported by an interest in photography, stained-glass, ceramics, metal forging/welding, and art drawing that also included silk screening.<br /><br />I also keep healthy with jogging, walking and lately, hiking to remote destinations in California and nearby states like Utah, Arizona, and Nevada. Jogging, walking and hiking gets one close to the earth with time to stop and watch and listen and also photograph or record sounds.<br /><br />Within that background, I was obsessed with RIVERS AND TIDES. I was equally impressed with the documentary content of artist Andy Goldsworthy as well as the skills and smoothness of Director/Cinematographer Thomas Riedelsheimer. I actually could not separate the art of Goldsworthy with camera path of Riedelsheimer.<br /><br />Wonderful. Wonderful. Wonderful.",story_plot,not_mentioned,,
15,"As a person who sought out an existence as a 'professional' person with income backed by a BS in Chemistry and MS in Business Management, my sanity was always spasmodically sustained in outside indulgences in things more artistic. My post-post graduate classes were always emotionally and spiritually supported by an interest in photography, stained-glass, ceramics, metal forging/welding, and art drawing that also included silk screening.<br /><br />I also keep healthy with jogging, walking and lately, hiking to remote destinations in California and nearby states like Utah, Arizona, and Nevada. Jogging, walking and hiking gets one close to the earth with time to stop and watch and listen and also photograph or record sounds.<br /><br />Within that background, I was obsessed with RIVERS AND TIDES. I was equally impressed with the documentary content of artist Andy Goldsworthy as well as the skills and smoothness of Director/Cinematographer Thomas Riedelsheimer. I actually could not separate the art of Goldsworthy with camera path of Riedelsheimer.<br /><br />Wonderful. Wonderful. Wonderful.",pacing,not_mentioned,,
15,"As a person who sought out an existence as a 'professional' person with income backed by a BS in Chemistry and MS in Business Management, my sanity was always spasmodically sustained in outside indulgences in things more artistic. My post-post graduate classes were always emotionally and spiritually supported by an interest in photography, stained-glass, ceramics, metal forging/welding, and art drawing that also included silk screening.<br /><br />I also keep healthy with jogging, walking and lately, hiking to remote destinations in California and nearby states like Utah, Arizona, and Nevada. Jogging, walking and hiking gets one close to the earth with time to stop and watch and listen and also photograph or record sounds.<br /><br />Within that background, I was obsessed with RIVERS AND TIDES. I was equally impressed with the documentary content of artist Andy Goldsworthy as well as the skills and smoothness of Director/Cinematographer Thomas Riedelsheimer. I actually could not separate the art of Goldsworthy with camera path of Riedelsheimer.<br /><br />Wonderful. Wonderful. Wonderful.",visuals,positive,,
15,"As a person who sought out an existence as a 'professional' person with income backed by a BS in Chemistry and MS in Business Management, my sanity was always spasmodically sustained in outside indulgences in things more artistic. My post-post graduate classes were always emotionally and spiritually supported by an interest in photography, stained-glass, ceramics, metal forging/welding, and art drawing that also included silk screening.<br /><br />I also keep healthy with jogging, walking and lately, hiking to remote destinations in California and nearby states like Utah, Arizona, and Nevada. Jogging, walking and hiking gets one close to the earth with time to stop and watch and listen and also photograph or record sounds.<br /><br />Within that background, I was obsessed with RIVERS AND TIDES. I was equally impressed with the documentary content of artist Andy Goldsworthy as well as the skills and smoothness of Director/Cinematographer Thomas Riedelsheimer. I actually could not separate the art of Goldsworthy with camera path of Riedelsheimer.<br /><br />Wonderful. Wonderful. Wonderful.",direction,positive,,
15,"As a person who sought out an existence as a 'professional' person with income backed by a BS in Chemistry and MS in Business Management, my sanity was always spasmodically sustained in outside indulgences in things more artistic. My post-post graduate classes were always emotionally and spiritually supported by an interest in photography, stained-glass, ceramics, metal forging/welding, and art drawing that also included silk screening.<br /><br />I also keep healthy with jogging, walking and lately, hiking to remote destinations in California and nearby states like Utah, Arizona, and Nevada. Jogging, walking and hiking gets one close to the earth with time to stop and watch and listen and also photograph or record sounds.<br /><br />Within that background, I was obsessed with RIVERS AND TIDES. I was equally impressed with the documentary content of artist Andy Goldsworthy as well as the skills and smoothness of Director/Cinematographer Thomas Riedelsheimer. I actually could not separate the art of Goldsworthy with camera path of Riedelsheimer.<br /><br />Wonderful. Wonderful. Wonderful.",writing,not_mentioned,,
16,"It WAS supposed to be the last Freddy movie (and it was for over 10 years)--you would think they would have tried to get a good movie done. But they turned out giving us the worst of the series (and that's saying a lot). The plot made no sense (I seriously can't remember it), all the main characters were idiots (you REALLY wanted them dead) and Freddy's wisecracks were even worse than usual. The only remotely good bit about this was a brief (and funny) cameo by Johnny Depp (the first ""Nightmare"" movie was his first).<br /><br />Also I originally saw it in a theatre were the last section (reaccounting Freddy's childhood) was in 3-D. Well--the 3-D was lousy--faded colors and the image going in and out of focus. Also the three flying skulls which were supposed to be scary (I think) had the opposite reaction from my audience. EVERYBODY broke down laughing. Looks even worse on TV in 2-D. Pointless and stupid--very dull also. Skip this one and see ""Freddy vs. Jason"" again.",acting_performances,neutral,,
16,"It WAS supposed to be the last Freddy movie (and it was for over 10 years)--you would think they would have tried to get a good movie done. But they turned out giving us the worst of the series (and that's saying a lot). The plot made no sense (I seriously can't remember it), all the main characters were idiots (you REALLY wanted them dead) and Freddy's wisecracks were even worse than usual. The only remotely good bit about this was a brief (and funny) cameo by Johnny Depp (the first ""Nightmare"" movie was his first).<br /><br />Also I originally saw it in a theatre were the last section (reaccounting Freddy's childhood) was in 3-D. Well--the 3-D was lousy--faded colors and the image going in and out of focus. Also the three flying skulls which were supposed to be scary (I think) had the opposite reaction from my audience. EVERYBODY broke down laughing. Looks even worse on TV in 2-D. Pointless and stupid--very dull also. Skip this one and see ""Freddy vs. Jason"" again.",story_plot,negative,,
16,"It WAS supposed to be the last Freddy movie (and it was for over 10 years)--you would think they would have tried to get a good movie done. But they turned out giving us the worst of the series (and that's saying a lot). The plot made no sense (I seriously can't remember it), all the main characters were idiots (you REALLY wanted them dead) and Freddy's wisecracks were even worse than usual. The only remotely good bit about this was a brief (and funny) cameo by Johnny Depp (the first ""Nightmare"" movie was his first).<br /><br />Also I originally saw it in a theatre were the last section (reaccounting Freddy's childhood) was in 3-D. Well--the 3-D was lousy--faded colors and the image going in and out of focus. Also the three flying skulls which were supposed to be scary (I think) had the opposite reaction from my audience. EVERYBODY broke down laughing. Looks even worse on TV in 2-D. Pointless and stupid--very dull also. Skip this one and see ""Freddy vs. Jason"" again.",pacing,not_mentioned,,
16,"It WAS supposed to be the last Freddy movie (and it was for over 10 years)--you would think they would have tried to get a good movie done. But they turned out giving us the worst of the series (and that's saying a lot). The plot made no sense (I seriously can't remember it), all the main characters were idiots (you REALLY wanted them dead) and Freddy's wisecracks were even worse than usual. The only remotely good bit about this was a brief (and funny) cameo by Johnny Depp (the first ""Nightmare"" movie was his first).<br /><br />Also I originally saw it in a theatre were the last section (reaccounting Freddy's childhood) was in 3-D. Well--the 3-D was lousy--faded colors and the image going in and out of focus. Also the three flying skulls which were supposed to be scary (I think) had the opposite reaction from my audience. EVERYBODY broke down laughing. Looks even worse on TV in 2-D. Pointless and stupid--very dull also. Skip this one and see ""Freddy vs. Jason"" again.",visuals,negative,,
16,"It WAS supposed to be the last Freddy movie (and it was for over 10 years)--you would think they would have tried to get a good movie done. But they turned out giving us the worst of the series (and that's saying a lot). The plot made no sense (I seriously can't remember it), all the main characters were idiots (you REALLY wanted them dead) and Freddy's wisecracks were even worse than usual. The only remotely good bit about this was a brief (and funny) cameo by Johnny Depp (the first ""Nightmare"" movie was his first).<br /><br />Also I originally saw it in a theatre were the last section (reaccounting Freddy's childhood) was in 3-D. Well--the 3-D was lousy--faded colors and the image going in and out of focus. Also the three flying skulls which were supposed to be scary (I think) had the opposite reaction from my audience. EVERYBODY broke down laughing. Looks even worse on TV in 2-D. Pointless and stupid--very dull also. Skip this one and see ""Freddy vs. Jason"" again.",direction,negative,,
16,"It WAS supposed to be the last Freddy movie (and it was for over 10 years)--you would think they would have tried to get a good movie done. But they turned out giving us the worst of the series (and that's saying a lot). The plot made no sense (I seriously can't remember it), all the main characters were idiots (you REALLY wanted them dead) and Freddy's wisecracks were even worse than usual. The only remotely good bit about this was a brief (and funny) cameo by Johnny Depp (the first ""Nightmare"" movie was his first).<br /><br />Also I originally saw it in a theatre were the last section (reaccounting Freddy's childhood) was in 3-D. Well--the 3-D was lousy--faded colors and the image going in and out of focus. Also the three flying skulls which were supposed to be scary (I think) had the opposite reaction from my audience. EVERYBODY broke down laughing. Looks even worse on TV in 2-D. Pointless and stupid--very dull also. Skip this one and see ""Freddy vs. Jason"" again.",writing,negative,,
17,"Ah yes the 1980s , a time of Reaganomics and Sly , Chuck and a host of other action stars hiding in a remote jungle blowing away commies . At the time I couldn`t believe how movies like RAMBO , MISSING IN ACTION and UNCOMMON VALOR ( And who can forget the ridiculous RED DAWN ? ) made money at the box office , they`re turgid action crap fests with a rather off putting right wing agenda and they have dated very badly . TROMA`S WAR is a tongue in cheek take on these type of movies but you`ve got to ask yourself did they need spoofing in the first place ? Of course not . TROMA`S WAR lacks any sort of sophistication - though it does make the point that there`s no real difference between right wing tyrants and left wing ones - and sometimes feels more like a grade z movie than a send up . Maybe it is ?",acting_performances,not_mentioned,,
17,"Ah yes the 1980s , a time of Reaganomics and Sly , Chuck and a host of other action stars hiding in a remote jungle blowing away commies . At the time I couldn`t believe how movies like RAMBO , MISSING IN ACTION and UNCOMMON VALOR ( And who can forget the ridiculous RED DAWN ? ) made money at the box office , they`re turgid action crap fests with a rather off putting right wing agenda and they have dated very badly . TROMA`S WAR is a tongue in cheek take on these type of movies but you`ve got to ask yourself did they need spoofing in the first place ? Of course not . TROMA`S WAR lacks any sort of sophistication - though it does make the point that there`s no real difference between right wing tyrants and left wing ones - and sometimes feels more like a grade z movie than a send up . Maybe it is ?",story_plot,not_mentioned,,
17,"Ah yes the 1980s , a time of Reaganomics and Sly , Chuck and a host of other action stars hiding in a remote jungle blowing away commies . At the time I couldn`t believe how movies like RAMBO , MISSING IN ACTION and UNCOMMON VALOR ( And who can forget the ridiculous RED DAWN ? ) made money at the box office , they`re turgid action crap fests with a rather off putting right wing agenda and they have dated very badly . TROMA`S WAR is a tongue in cheek take on these type of movies but you`ve got to ask yourself did they need spoofing in the first place ? Of course not . TROMA`S WAR lacks any sort of sophistication - though it does make the point that there`s no real difference between right wing tyrants and left wing ones - and sometimes feels more like a grade z movie than a send up . Maybe it is ?",pacing,not_mentioned,,
17,"Ah yes the 1980s , a time of Reaganomics and Sly , Chuck and a host of other action stars hiding in a remote jungle blowing away commies . At the time I couldn`t believe how movies like RAMBO , MISSING IN ACTION and UNCOMMON VALOR ( And who can forget the ridiculous RED DAWN ? ) made money at the box office , they`re turgid action crap fests with a rather off putting right wing agenda and they have dated very badly . TROMA`S WAR is a tongue in cheek take on these type of movies but you`ve got to ask yourself did they need spoofing in the first place ? Of course not . TROMA`S WAR lacks any sort of sophistication - though it does make the point that there`s no real difference between right wing tyrants and left wing ones - and sometimes feels more like a grade z movie than a send up . Maybe it is ?",visuals,not_mentioned,,
17,"Ah yes the 1980s , a time of Reaganomics and Sly , Chuck and a host of other action stars hiding in a remote jungle blowing away commies . At the time I couldn`t believe how movies like RAMBO , MISSING IN ACTION and UNCOMMON VALOR ( And who can forget the ridiculous RED DAWN ? ) made money at the box office , they`re turgid action crap fests with a rather off putting right wing agenda and they have dated very badly . TROMA`S WAR is a tongue in cheek take on these type of movies but you`ve got to ask yourself did they need spoofing in the first place ? Of course not . TROMA`S WAR lacks any sort of sophistication - though it does make the point that there`s no real difference between right wing tyrants and left wing ones - and sometimes feels more like a grade z movie than a send up . Maybe it is ?",direction,negative,,
17,"Ah yes the 1980s , a time of Reaganomics and Sly , Chuck and a host of other action stars hiding in a remote jungle blowing away commies . At the time I couldn`t believe how movies like RAMBO , MISSING IN ACTION and UNCOMMON VALOR ( And who can forget the ridiculous RED DAWN ? ) made money at the box office , they`re turgid action crap fests with a rather off putting right wing agenda and they have dated very badly . TROMA`S WAR is a tongue in cheek take on these type of movies but you`ve got to ask yourself did they need spoofing in the first place ? Of course not . TROMA`S WAR lacks any sort of sophistication - though it does make the point that there`s no real difference between right wing tyrants and left wing ones - and sometimes feels more like a grade z movie than a send up . Maybe it is ?",writing,not_mentioned,,
18,"Superb! Even the Author was laughing at the end. And what a ""balcony"" scene! This film has it all. Wickedly funny and yet strangely faithful to the Bard of Avon. (But NOT for the Faint of Heart!) AND... the Best Credits since Monty Python and The Holy Grail! I am ""Troma""Tized!",acting_performances,not_mentioned,,
